,Title,Author,Vote,Views,Link,Body,Date release
487,Chiến tranh & liên lạc bí mật kì 3: Bản mật mã của nữ hoàng xứ Scotland,Miku Nakano,46,2140,https://spiderum.com/bai-dang/Chien-tranh-and-lien-lac-bi-mat-ki-3-Ban-mat-ma-cua-nu-hoang-xu-Scotland-be6, Bài viết tham khảo cuốn sách Mật mã từ cổ điển đến lượng tử (Simon Singh) Kì 2:     Chiến tranh & liên lạc bí mật kì 2: .   Bài viết gửi bởi Mèo Hung...,8 tháng 8 2018
488,Tìm bạn qua thư,darkcyan,41,3959,https://spiderum.com/bai-dang/Tim-ban-qua-thu-bdu,          Mình hoàn toàn không được thuê mướn gì để quảng cáo cho app cả.   Cách đây một tuần mình tình cờ thấy app này được giới thiệu trên Tab Today...,7 tháng 8 2018
489,"England, Great Britain và United Kingdom khác nhau như thế nào?",zeally,93,6921,https://spiderum.com/bai-dang/England-Great-Britain-va-United-Kingdom-khac-nhau-nhu-the-nao-ba9," Lần này hãy cùng nhau khám phá sự khác biệt giữa  England ,  Great Britain  và  United Kingdom  nhé.  3 địa danh này có phải cùng nói về một nơi...",31 tháng 7 2018
490,A-G-L-E-T (aiglet),......,28,2472,https://spiderum.com/bai-dang/A-G-L-E-T-aiglet-ba3,"   ""It is one of the most useful, yet tragically ignored inventions in all of history"" - Baljeet ""That seems like a great injustice, huh ""  - Phineas ...",31 tháng 7 2018
491,Điều gì sẽ xảy ra nếu lõi Trái Đất đột nhiên nguội đi ?,Tulia Vu,17,3270,https://spiderum.com/bai-dang/Dieu-gi-se-xay-ra-neu-loi-Trai-Dat-nguoi-di-b8q,          Chắc hẳn ai trong số chúng ta cũng biết về lõi Trái Đất  Nhưng có bao giờ bạn tự hỏi điều gì sẽ xảy ra nếu một ngày nào đó nó nguội ngắt ?...,29 tháng 7 2018
492,Chiến tranh & liên lạc bí mật kì 2: .,Miku Nakano,48,2304,https://spiderum.com/bai-dang/Chien-tranh-va-lien-lac-bi-mat-ki-2-b8f, Bài viết tham khảo cuốn sách Mật mã từ cổ điển đến lượng tử (Simon Singh)  Kì 1:     Chiến tranh & liên lạc bí mật kì 1: Kỹ thuật giấu thư cổ đại  ...,28 tháng 7 2018
493,Chiến tranh & liên lạc bí mật kì 1: Kỹ thuật giấu thư cổ đại,Miku Nakano,57,3994,https://spiderum.com/bai-dang/Chien-tranh-and-lien-lac-bi-mat-ki-1-Ky-thuat-giau-thu-co-dai-b7h, Bài viết tham khảo cuốn sách Mật mã từ cổ điển đến lượng tử (Simon Singh)  Đại chiến Hy Lạp & Ba Tư  Bản chữ viết bí mật đầu tiên được ra đời từ thế...,26 tháng 7 2018
494,Máy tính lượng tử kì 4: Multi qubit - làm thế nào để xây dựng một máy tính lượng tử nhiều...,Miku Nakano,16,1351,https://spiderum.com/bai-dang/May-tinh-luong-tu-ki-4-Multi-qubit-lam-the-nao-de-xay-dung-mot-may-tinh-luong-tu-nhieu-qubit-b6f, Bài viết được dịch từ:     Multiple qubits   Multiple qubits docs.microsoft.com      Kì 3:     Máy tính lượng tử kì 3: Cổng lượng tử   Bài viết gửi...,25 tháng 7 2018
495,Máy tính lượng tử kì 3: Cổng lượng tử,Miku Nakano,18,2193,https://spiderum.com/bai-dang/May-tinh-luong-tu-ki-3-Cong-luong-tu-b0e, Bài viết được dịch từ      The qubit   The qubit docs.microsoft.com      Kì 2:     Máy tính lượng tử kì 2: Qubit   Bài viết gửi bởi Mèo Hung...,15 tháng 7 2018
496,"Tiệm tạp hóa hay bị mất cắp, làm sao đây ?",Tulia Vu,7,1477,https://spiderum.com/bai-dang/Chiec-camera-an-ninh-cua-Nhat-nay-se-la-tuong-lai-cua-su-giam-sat-mot-cach-tu-dong-hoa-azw," Mấy ngày nay báo chí Việt Nam đang rầm rộ nhiều vụ ăn cắp ở cửa hàng tiện lợi, có thể chiếc camera dưới đây chính là tương lai trong việc giải quyết...",14 tháng 7 2018
497,Máy tính lượng tử kì 2: Qubit,Miku Nakano,21,2738,https://spiderum.com/bai-dang/Mach-tinh-luong-tu-ki-2-Qubit-azg, Bài viết được dịch từ      The qubit   The qubit docs.microsoft.com      Kì 1:     Máy tính lượng tử kì 1: Nguồn gốc của máy tính lượng tử   Bài...,13 tháng 7 2018
498,Máy tính lượng tử kì 1: Nguồn gốc của máy tính lượng tử,Miku Nakano,29,3939,https://spiderum.com/bai-dang/May-tinh-luong-tu-ki-1-Nguon-goc-cua-may-tinh-luong-tu-aul," Bài viết được dịch từ      Setting up the Q# development environment   null docs.microsoft.com      Như các bác đã biết, các công ty chế tạo...",11 tháng 7 2018
499,Top những hành tinh trong vũ trụ ,Makidiel,28,6256,https://spiderum.com/bai-dang/Top-nhung-hanh-tinh-trong-vu-tru-axo," Người ta ước tính trong vũ trụ có từ 200 tỉ cho đến 200 nghìn tỉ thiên hà, mỗi thiên hà lại chứa từ 100 cho tới 400 tỉ ngôi sao, mỗi ngôi sao lại có...",10 tháng 7 2018
500,Cách mạng công nghiệp 4.0: CÚ ĐÁNH THỨC TỈNH CÁC CÔNG TY KHỞI NGHIỆP,Lê Trường An,10,2630,https://spiderum.com/bai-dang/Cach-mang-cong-nghiep-40-CU-DANH-THUC-TINH-CAC-CONG-TY-KHOI-NGHIEP-aps,  Cách mạng công nghiệp 4.0: CÚ ĐÁNH THỨC TỈNH CÁC CÔNG TY KHỞI NGHIỆP                Từ khi chính phủ Đức đặt ra xu hướng tự động hóa và trao đổi dữ...,24 tháng 6 2018
501,NGÀNH CÔNG NGHIỆP 4.0: TƯƠNG LAI CỦA SẢN XUẤT THÔNG MINH,Lê Trường An,6,2165,https://spiderum.com/bai-dang/NGANH-CONG-NGHIEP-40-TUONG-LAI-CUA-SAN-XUAT-THONG-MINH-apt,"  Ngành công nghiệp 4.0 chỉ là một cách nói thông dụng cho chúng ta biết rằng, thời điểm để thay đổi sản xuất cuối cùng đã đến.   Trong thập kỷ vừa...",24 tháng 6 2018
502,Bitcoin: Hệ thống tiền điện tử ngang hàng,Lê Trường An,6,2459,https://spiderum.com/bai-dang/Bitcoin-He-thong-tien-dien-tu-ngang-hang-aof, Bitcoin: Hệ thống tiền điện tử ngang hàng  Satoshi Nakamoto  Người dịch: Lê Trường An – Trần  Thu  Hằng  Tóm tắt:  Hệ thống tiền điện tử...,21 tháng 6 2018
503,Lịch sử của Gaming Phone và phát triển đến Gaming Smartphone hiện nay - Phần Kết.,Hirai Come Fly,7,2491,https://spiderum.com/bai-dang/Lich-su-cua-Gaming-Phone-va-phat-trien-den-Gaming-Smartphone-hien-nay-Phan-Ket-amg," Chào các bạn, mình sẽ tiếp tục phần cuối cùng trong chuỗi bài về Gaming Phone/ Gaming Smartphone của mình. Ở bài viết lần này, mình sẽ đề cập đến các...",18 tháng 6 2018
504,Lịch sử của Gaming Phone và phát triển đến Gaming Smartphone hiện nay - Phần 2. ,Hirai Come Fly,10,1442,https://spiderum.com/bai-dang/Lich-su-cua-Gaming-Phone-va-phat-trien-den-Gaming-Smartphone-hien-nay-Phan-2-ak5," Chào các bạn, mình đã trở lại đây, tuần qua thật quá bận để có thể viết tiếp bài về lịch sử của Gaming Phone/Gaming Smartphone nên xin lỗi mọi người...",14 tháng 6 2018
505,Toàn văn Luật An ninh mạng - thông qua ngày 12/6/2018,Lily,21,2190,https://spiderum.com/bai-dang/Toan-van-Luat-An-ninh-mang-thong-qua-ngay-1262018-ajo, Những ngày qua Luật An ninh mạng đã được đưa ra bàn bạc ở rất nhiều nơi. Mình xin đăng lại lên Spiderum để những bạn nào chưa đọc thì tiện theo...,12 tháng 6 2018
506,Lịch sử của Gaming Phone và phát triển đến Gaming Smartphone hiện nay - Phần 1.,Hirai Come Fly,13,1562,https://spiderum.com/bai-dang/Lich-su-cua-Gaming-Phone-va-phat-trien-den-Gaming-Smartphone-hien-nay-Phan-1-aiv,"     Trong bài viết của mình lần này, mình sẽ nói về  Gaming Smartphone  - một phân khúc điện thoại thông mình thực chất đã có từ rất lâu...",11 tháng 6 2018
507,Hành trình trăm năm truy tìm “Lý thuyết của tất cả” (Theory of Everything),xtcnet,-2,2992,https://spiderum.com/bai-dang/Hanh-trinh-tram-nam-truy-tim-Ly-thuyet-cua-tat-ca-Theory-of-Everything-arj, “Học thuyết của tất cả” (Theory of Everything – T.O.E) được coi là một trong những giấc mơ lớn nhất của các nhà khoa học khắp thế giới.  Nếu như nó...,27 tháng 6 2018
508,Monster Box: Kurzgesagt phiên bản Việt Nam?,Hex,42,4920,https://spiderum.com/bai-dang/Monster-Box-Kurzgesagt-phien-ban-Viet-Nam-ae1, Ắt hẳn nhiều bạn ở đây đã từng biết đến  Kurzgesagt - In a nutshell : một channel youtube chuyên làm những video Animation về khoa học cực kì chất...,31 tháng 5 2018
509,AI và những điều bạn nên lo lắng.,Night2AM,25,3420,https://spiderum.com/bai-dang/AI-va-nhung-dieu-ban-nen-lo-lang-adt, Do mình đéo (không) thích sự dụng những hình ảnh không phải mình edit hoặc tạo ra nên bạn đừng mong chờ sẽ có nhiều cảnh XXX. (Note: XXX...,30 tháng 5 2018
510,Sự kỳ diệu của thủy tinh,tungokht01,35,1816,https://spiderum.com/bai-dang/Su-ky-dieu-cua-thuy-tinh-aap,"       Đã bao giờ chúng ta tự hỏi: ""Loại vật liệu nào là thứ quan trọng nhất tạo ra Thế Giới hiện đại ngày nay?"". Có rất nhiều thứ vật liệu quen thuộc...",23 tháng 5 2018
511,Chỉnh sửa Genes - Khoa học viễn tưởng hay thực tế?,Trung Nguyen,27,2566,https://spiderum.com/bai-dang/Chinh-sua-Genes-Khoa-hoc-vien-tuong-hay-that-te-a7f,"         Hãy thử tưởng tượng bạn có thể thay đổi màu mắt, vóc dáng, thậm chí là trí thông minh của mình bằng cách chỉnh sửa những đoạn DNA của bản...",15 tháng 5 2018
512,Blockchain 3: Nhược điểm của Blockchain - Áp dụng vào Thực tế - Thảo luận,Người Suy Nghĩ,21,11691,https://spiderum.com/bai-dang/Blockchain-3-Nhuoc-diem-cua-Blockchain-Ap-dung-vao-Thuc-te-Thao-luan-9vu,          Blockchain được biết đến là công nghệ đứng đằng sau hệ thống tiền mã hóa  nổi tiếng nhất thế giới - Bitcoin . Có thể nói khi Bitcoin...,24 tháng 4 2018
513,"Blockchain 1: Hiểu cơ bản về blockchain, cryptocurrency (coin & token), whitepaper, ICO và...",Người Suy Nghĩ,18,5129,https://spiderum.com/bai-dang/Hieu-co-ban-ve-blockchain-cryptocurrency-coin-and-token-whitepaper-ICO-va-nguon-goc-cua-chung-mot-cach-tran-trui-don-gian-nhat-Nguyen-Viet-Hung-9t6,"         "" Rất nhiều dự án thực hiện ICO để lừa đảo tại Việt Nam, đó là lý do tôi viết về lĩnh vực này để chia sẻ cho các bạn...”    Hiểu cơ bản...",18 tháng 4 2018
514,"Blockchain 2: Đầu Tư ICO, tiền ảo ? - Nguyễn Kevin Tùng",Người Suy Nghĩ,5,5260,https://spiderum.com/bai-dang/Blockchain-2-Dau-Tu-ICO-tien-ao-Nguyen-Kevin-Tung-9t7,"        Vẫn không tin nổi mấy tên lừa đảo Pincoin, Ifan dụ dỗ bà con được đến tận 15 NGHÌN TỶ..   OMG!     Nguyễn Kevin Tùng   Đầu Tư ICO, tiền...",18 tháng 4 2018
515,Kinh tế 11: Kinh nghiệm vượt bẫy thu nhập trung bình của Hàn Quốc - Viện Nghiên cứu Đông...,Người Suy Nghĩ,8,2524,https://spiderum.com/bai-dang/Kinh-te-11-Kinh-nghiem-vuot-bay-thu-nhap-trung-binh-cua-Han-Quoc-Vien-Nghien-cuu-Dong-Bac-A-9t2,          “Bẫy thu nhập trung bình” (Middle Income Trap- MIT)  có  thể hiểu là  một tình trạng trong phát triển kinh tế khi mà một quốc...,18 tháng 4 2018
516,P9: Tương lai học - 2025 - 2045,Người Suy Nghĩ,8,1627,https://spiderum.com/bai-dang/P9-Tuong-lai-hoc-2025-2045-9nm, Tiếp theo loạt bài về Sự phát triển của Công nghệ     P8.0: Singularity - Tôn giáo của Thung lũng Silicon - Dàn ý   Bài viết gửi bởi Người Suy Nghĩ...,29 tháng 3 2018
517,"Liệu Acsimet có thể ""nhấc bổng"" trái đất lên không?",Long Lòng Lợn,32,9526,https://spiderum.com/bai-dang/Lieu-Acsimet-co-the-nhac-bong-trai-dat-len-khong-9n1," Hãy cho tôi một điểm tựa, tôi sẽ nhấc bổng Trái Đất lên. - tục truyên rằng đó là lời kêu thốt lên của Ácsimét, một nhà cơ học thiên tài thời cổ,...",27 tháng 3 2018
518,Lược sử các cuộc cách mạng kiến thức vật lí - Phần 3.1,Gerard Do,35,2579,https://spiderum.com/bai-dang/Luoc-su-cac-cuoc-cach-mang-kien-thuc-vat-li-Phan-31-9ma, Cuối cùng lượt series bài viết này cũng đã đến thuyết lượng tử (quantum theory). Thuyết lượng tử là mô hình vật lí được dùng để miêu tả thế giới vi...,25 tháng 3 2018
519,Rối loạn lưỡng cực và những điều chúng ta nên biết,DoramaruChan,17,3819,https://spiderum.com/bai-dang/Roi-loan-luong-cuc-va-nhung-dieu-chung-ta-nen-biet-9jq,"  Rối loạn lưỡng cực   Rối loạn lưỡng cực, còn được biết là rối loạn hưng  – trầm cảm, là một loại rối loạn đặc trưng bởi giai đoạn trầm cảm có...",17 tháng 3 2018
520,Lược sử các cuộc cách mạng trong vật lí - Phần 2.2,Gerard Do,32,3708,https://spiderum.com/bai-dang/Luoc-su-cac-cuoc-cach-mang-trong-vat-li-Phan-22-9jh,         Đây là 1 trong những cảnh mình thích nhất trong Interstellar. Đợt sóng cao như 1 ngọn núi đó được tạo ra như thế nào? Giống với hiện tượng...,17 tháng 3 2018
521,Triết học thực hành (Practical Philosophy) - P1: Đôi dòng về mất mát,Andy Luong,76,5430,https://spiderum.com/bai-dang/Triet-hoc-thuc-hanh-Practical-Philosophy-P1-Doi-dong-ve-mat-mat-9ik,"         Sự là lâu lắm rồi tôi chưa mất gì, thế nên ông trời mới đưa xuống 1 ""thiên sứ"" lấy đi của tôi em Samsung S8 chủ nhật vừa rồi, coi như cho tôi...",15 tháng 3 2018
522,"""The Age of Insight"" - Eric Kandel : Hội họa, Khoa học não bộ và Phân tâm học liên quan...",Bich Ngoc Luu,20,1895,https://spiderum.com/bai-dang/The-Age-of-Insight-Eric-Kandel-Hoi-hoa-Khoa-hoc-nao-bo-va-Phan-tam-hoc-lien-quan-den-nhau-nhu-the-nao-9i0,"       Mục đích của cuốn sách  : là cầu nối giữa hội họa và khoa học --> hiểu biết về tâm lý và não bộ (cách não nhận thức, trải nghiệm cảm xúc) có...",14 tháng 3 2018
523,Động cơ vĩnh cửu,Long Lòng Lợn,29,5007,https://spiderum.com/bai-dang/Dong-co-vinh-cuu-9hj," Người ta thường nói đến “động cơ vĩnh cứu”, “chuyển động vĩnh cửu” theo cả nghĩa đen lẫn nghĩa bóng, nhưng không phải ai cũng biết rõ, đúng ra phải...",13 tháng 3 2018
524,LIỆU BITCOIN CÓ PHẢI LÀ TIỀN? (Phần 1),TheAlchemist,22,5290,https://spiderum.com/bai-dang/LIEU-BITCOIN-CO-PHAI-LA-TIEN-Phan-1-9g5,"  Tôi vừa ngụp lặn trong rượu bia của Tết với nhất và công việc xong. Tôi quay lại rồi đây, cảm giác cũng đỡ lười biếng đi một chút :((    Xin chào...",9 tháng 3 2018
525,Lược sử các cuộc cách mạng kiến thức trong vật lí - phần 2.1 ,Gerard Do,36,3383,https://spiderum.com/bai-dang/Luoc-su-cac-cuoc-cach-mang-kien-thuc-trong-vat-li-phan-21-9e4,          1) Khái niệm về trọng lực của Newton   Link phần 1:  https://spiderum.com/bai-dang/Luoc-su-cac-cuoc-cach-mang-kien-thuc-trong-vat-li-9cr  -...,5 tháng 3 2018
526,Lược sử các cuộc cách mạng kiến thức trong vật lí.,Gerard Do,51,4101,https://spiderum.com/bai-dang/Luoc-su-cac-cuoc-cach-mang-kien-thuc-trong-vat-li-9cr,          Có 1 vài điều người viết cần nói rõ trước khi đọc giả đi sâu vào bài viết:  1) Người viết không phải là một nhà vật lí.  2) Người viết vốn...,2 tháng 3 2018
527,Làm Thế Nào Để Giữ Được Năng Suất Cao Nhất,Monster Box,81,5458,https://spiderum.com/bai-dang/Lam-The-Nao-De-Giu-Duoc-Nang-Suat-Cao-Nhat-8u0," Làm sao để có thể làm việc hiệu quả nhất trong những ngày bận rộn? Uhm... tải những ứng dụng thời gian biểu, hay gồng mình làm việc như trâu cũng...",24 tháng 1 2018
528,VÌ SAO KHÔNG QUỐC GIA NÀO CẤM SẢN XUẤT THUỐC LÁ?,Monster Box,102,17092,https://spiderum.com/bai-dang/VI-SAO-KHONG-QUOC-GIA-NAO-CAM-SAN-XUAT-THUOC-LA-8wx," Mỗi giờ trên thế giới có khoảng 800 người bị thuốc lá giết hại. Chúng ta đang nói đến hai chiếc Boeing-747 nhét đầy đàn ông, đàn bà, trẻ em bị nổ...",21 tháng 1 2018
529,Liệu Robot Có Lấy Hết Việc Làm Của Con Người?,Monster Box,36,2004,https://spiderum.com/bai-dang/Lieu-Robot-Co-Lay-Het-Viee-Lam-Cua-Con-Nguoi-8wa," Để trả lời cho câu hỏi đó, mời các bạn xem qua video này của nhóm Monster Box:       (Mọi nguời có thể vào phần setting để chọn Sub Việt)   Bối cảnh...",20 tháng 1 2018
530,"Front End, Back End, Full Stack - Những điều lập trình viên web nên biết",Lê Tuấn Anh,32,4073,https://spiderum.com/bai-dang/Front-End-Back-End-Full-Stack-Nhung-dieu-lap-trinh-vien-web-nen-biet-8tq," Bạn mở một tab trình duyệt mới, gõ vào một địa chỉ URL, và nhấn enter. Trang web được tải ngay lập tức. Nó gần như làm bạn nín thở bởi layout gọn...",14 tháng 1 2018
531,Giải mã cách hoạt động cỗ máy kinh tế toàn cầu,Gerard Do,74,7132,https://spiderum.com/bai-dang/Giai-ma-cach-hoat-dong-co-may-kinh-te-toan-cau-8t8,"          1) Quy luật   Ray Dalio, một trong những nhà đầu tư nổi tiếng nhất trên thế giới hiện nay với  quỹ đầu tư trị giá tới $16b, đã từng...",13 tháng 1 2018
532,Giải mã bong bóng qua góc nhìn thần kinh học,Gerard Do,36,2447,https://spiderum.com/bai-dang/Giai-ma-bong-bong-qua-goc-nhin-than-kinh-hoc-8sh,"        Khi mọi người nghĩ về cuộc khủng hoảng tài chính toàn cầu năm 2008, hầu như mọi người đều công nhận lòng tham và sự ngu ngốc của con người là...",11 tháng 1 2018
533,Năm 2018: Chúng ta đang rất gần thế giới viễn tưởng,Huskywannafly,180,13216,https://spiderum.com/bai-dang/Nam-2018-Chung-ta-dang-rat-gan-the-gioi-vien-tuong-8q7,"          Mình muốn lưu ý với bạn đọc rằng các ý tưởng nêu trong bài viết đã được làm đơn giản hóa ở mức tối đa, trên thực tế mọi thứ rất phức tạp....",7 tháng 1 2018
534,Cải cách tiền giấy thời nhà Hồ - tầm nhìn thế kỷ?,teapot,29,6937,https://spiderum.com/bai-dang/Cai-cach-tien-giay-thoi-nha-Ho-tam-nhin-the-ky-8n5,"         Khi nhắc tới nhân vật lịch sử Hồ Quý Ly, chúng ta dễ hình dung tới hình tượng vị vua của cải cách, người đã ban hành nhiều thay đổi sâu rộng...",31 tháng 12 2017
535,Cuộc chiến kháng sinh,Magicmilk,22,1898,https://spiderum.com/bai-dang/Cuoc-chien-khang-sinh-8l9,"         Khi cuộc sống ngày một đầy đủ và tiện nghi hơn rất nhiều thì sức khỏe lạ thay lại là vấn đề đang đi xuống bởi chính sự ""thờ ơ"" của chính...",28 tháng 12 2017
536,Machine Learning thật thú vị (1): Dự đoán giá nhà đất,dinhtungtp,32,4222,https://spiderum.com/bai-dang/Machine-Learning-that-thu-vi-1-Du-doan-gia-nha-dat-8kp,"  Adam Geitgey đã viết một loạt series "" Machine Learning is fun "", và đây được đánh giá là series Machine Learning dành cho số đông: khi tác giả tối...",27 tháng 12 2017
537,SỰ CHẤM DỨT CỦA KỶ NGUYÊN SỞ HỮU?,Lưu Phong Trường,36,2467,https://spiderum.com/bai-dang/SU-CHAM-DUT-CUA-KY-NGUYEN-SO-HUU-8jk,  Khái niệm “sở hữu” đang dần thay đổi   Sở hữu một sản phẩm từng được hiểu đơn giản như việc mua một chiếc xe đạp hay sắm một cái ti-vi. Nếu bạn mua...,25 tháng 12 2017
538,Chống lại sự gia tăng của các website không tôn trọng người dùng,Minh-Duc Do,20,4022,https://spiderum.com/bai-dang/Chong-lai-su-gia-tang-cua-cac-website-khong-ton-trong-nguoi-dung-8jh,"  Chúng ta đang lặng lẽ thay thế một nền tảng mở đã từng kết nối và trao quyền cho người dùng, bằng một thể loại đang ngăn cấm và thương mại hóa chính...",25 tháng 12 2017
539,Giản đồ tối: Phía sau những giao diện đánh lừa bạn,Minh-Duc Do,30,2035,https://spiderum.com/bai-dang/Gian-do-toi-Phia-sau-nhung-giao-dien-danh-lua-ban-8jd,"  Tác giả  Harry Brignull  là nhà thiết kế trải nghiệm người dùng (UX), hiện đang sống và làm việc tại London, Anh Quốc với tấm bằng Tiến sĩ Khoa học...",25 tháng 12 2017
540,Git và Github - Những công cụ nên thành thạo mà đại học không dạy bạn,Jackson Cung,30,3912,https://spiderum.com/bai-dang/Git-va-Github-Nhung-cong-cu-nen-thanh-thao-ma-dai-hoc-khong-day-ban-8hm,"               Cho dù bạn đang muốn tự mình thành lập một nhóm phát triển dự án của riêng mình hay muốn xin việc vào một công ty công nghệ, quản lý...",22 tháng 12 2017
541,Khoa học có phải chỉ là niềm tin?,Huskywannafly,171,7450,https://spiderum.com/bai-dang/Khoa-hoc-co-phai-chi-la-niem-tin-8et,"         Bạn có tin vào khoa học? Bạn nghĩ gì về các lý thuyết khoa học, liệu nó có phải là mấy giả thiết từ trí tưởng tượng của mấy người thích nghĩ...",16 tháng 12 2017
542,CHUYỆN GÌ SẼ XẢY RA NẾU TA NÉM MỘT CON VOI TỪ NÓC TÒA NHÀ CAO TẦNG XUỐNG ĐẤT ? ,The Galileoscope,55,4247,https://spiderum.com/bai-dang/CHUYEN-GI-SE-XAY-RA-NEU-TA-NEM-MOT-CON-VOI-TU-NOC-TOA-NHA-CAO-TANG-XUONG-DAT-8dm,"         Hãy bắt đầu bằng việc ném một con chuột, một con chó và một con voi từ trên nóc tòa nhà cao tầng xuống một thứ gì đó mềm mềm.   Một tấm...",13 tháng 12 2017
543,Ý NGHĨA THỰC SỰ CỦA E=MC^2 LÀ GÌ ? ,The Galileoscope,50,29458,https://spiderum.com/bai-dang/Y-NGHIA-THUC-SU-CUA-EMC2-LA-GI-8d0,"         Một nguyên tử Hydro có khối lượng nhỏ hơn tổng khối lượng của các proton và electron tạo nên nó.   Đúng vậy, nhỏ hơn.  Làm sao mà một thứ có...",11 tháng 12 2017
544,Bạn biết gì về mỡ béo?,ThanhCj,52,3611,https://spiderum.com/bai-dang/Ban-biet-gi-ve-mo-beo-8ca," Người thừa cân có thể dùng chất béo, mỡ động vật như một loại thức ăn tốt cho việc giảm cân và giảm mỡ. Đây có lẽ là câu mở đầu bất ngờ cho nhiều...",10 tháng 12 2017
545,Liệu chú chó nhà bạn có bị thiểu năng trí tuệ?,Huskywannafly,93,12460,https://spiderum.com/bai-dang/Lieu-chu-cho-nha-ban-bi-thieu-nang-tri-tue-8bi,"         Mong bạn đừng đọc tiêu đề rồi vô phần bình luận mà ""ném đá"" mình vội mà hãy đọc hết bài. Bài viết này chỉ là tổng hợp thông tin mà mình đọc...",9 tháng 12 2017
546,Lời giải thích đơn giản về Deep Learning mà gần như ai cũng có thể hiểu,Lavender Nguyen,49,11790,https://spiderum.com/bai-dang/Loi-giai-thich-don-gian-ve-Deep-Learning-ma-gan-nhu-ai-cung-co-the-hieu-8a9,    Image credit:  Datanami      Đây là lời giải thích đơn giản và ngắn gọn dành cho những ai chưa hiểu rõ về Deep Learning hoặc tò mò về khái niệm...,7 tháng 12 2017
547,Bitcoin nằm ở đâu trong lịch sử tiền tệ?,Hạ Chí,30,3221,https://spiderum.com/bai-dang/Bitcoin-nam-dau-trong-lich-su-tien-te-89p,"  Nhiều người ngay lập tức phủ nhận Bitcoin là một đồng tiền với luận điểm ""Tiền phải do nhà nước phát hành, đảm bảo"". Điều này có thật không? Hãy tìm...",6 tháng 12 2017
548,Tại sao nước Nga lại rộng lớn như vậy?,teapot,90,29988,https://spiderum.com/bai-dang/Tai-sao-nuoc-Nga-lai-rong-lon-nhu-vay-88m,"         Có bao giờ bạn thắc mắc: Tại sao nước Nga lại rộng lớn như vậy? Tại sao một quốc gia chỉ có 144 triệu dân (cỡ một nửa dân số Mỹ, hoặc hơn dân...",4 tháng 12 2017
549,"Các nhà kinh tế học có xu hướng chạy theo thói thời thượng, và ""mốt"" mới nhất là học máy",Hachane,31,3573,https://spiderum.com/bai-dang/Cac-nha-kinh-te-hoc-co-xu-huong-chay-theo-thoi-thoi-thuong-va-mot-moi-nhat-la-hoc-may-86c," Đây chỉ là bài dịch từ một bài báo trên The Economist thôi, mình đang cộng tác dịch bài cho trang Phân tích kinh tế 123 (xem bài viết gốc tại  đây )....",29 tháng 11 2017
550,Một số vấn đề liên quan đến phiên âm trong dịch thuật,The Merc,42,4118,https://spiderum.com/bai-dang/Mot-so-van-de-lien-quan-den-phien-am-trong-dich-thuat-83z,"         Nếu như theo dõi sự phát triển của tiếng Việt theo thời gian, có rất nhiều trường hợp thú vị về việc chuyển ngữ từ một tiếng khác sang tiếng...",26 tháng 11 2017
551,"Paypal Mafia, tại sao họ lại là tầng lớp thống trị Sillicon Valley?",Gerard Do,34,4257,https://spiderum.com/bai-dang/Paypal-Mafia-tai-sao-ho-lai-la-tang-lop-thong-tri-Sillicon-Valley-83j,"         Paypal Mafia là tên của 1 bộ phận lãnh đạo chủ chốt của công ty thanh toán thương mại Paypal. Sau khi bán lại Paypal cho Ebay, nhóm này đã...",25 tháng 11 2017
552,Bạn đã hiểu đúng về bệnh ung thư?,Huskywannafly,162,10731,https://spiderum.com/bai-dang/Ban-da-hieu-dung-ve-benh-ung-thu-82x,"         Khi nói về vấn đề sức khỏe ở Việt Nam, từ khóa được nhiều người nhắc đến nhiều nhất hẳn là ung thư. Dường như ung thư có liên hệ với bất kỳ...",23 tháng 11 2017
553,Lý thuyết trò chơi trong thực tế - Phần 1: Keynes nghĩ ai là người đẹp nhất?,Bourbon,46,4868,https://spiderum.com/bai-dang/Ly-thuyet-tro-choi-trong-thuc-te-Phan-1-Keynes-nghi-ai-la-nguoi-dep-nhat-80g," Những ai đã học qua kinh tế vi/vĩ mô hẳn không còn xa lạ gì với thuật ngữ “lý thuyết trò chơi” (game theory), và nếu bạn không phải là dân kinh tế...",17 tháng 11 2017
554,"Tại sao Bitcoin không phải là ""tiền ảo""?",Hạ Chí,35,2643,https://spiderum.com/bai-dang/Tai-sao-Bitcoin-khong-phai-la-tien-ao-7tf,"  Việc dịch thuật và gọi Bitcoin là ""tiền ảo"" khiến quá nhiều người hiểu nhầm Bitcoin thành một thứ gì đó quá mơ hồ, thiếu an toàn và ""thoắt ẩn thoắt...",4 tháng 11 2017
555,Stoicism P7 (Kết): Stoicism và các trường phái triết học khác,Andy Luong,87,7825,https://spiderum.com/bai-dang/Stoicism-P7-Ket-Stoicism-va-cac-truong-phai-triet-hoc-khac-7p1," Các phần trước:  1 ,  2 ,  3 ,  4 ,  5 , và  6 .  ***  Như đã nói khá nhiều lần trong các bài trước, đối với mình thì Philosophy, hay hẹp hơn là...",26 tháng 10 2017
556,Hiểm họa Skynet qua góc nhìn Elon Musk,Gerard Do,53,3980,https://spiderum.com/bai-dang/Hiem-hoa-Skyney-qua-goc-nhin-Elon-Musk-7on,"             "" Artificial intelligence is potentially more dangerous than nukes"" Elon Musk   Dạo này gần đây mình thấy chủ đề AI được bàn tán khá...",26 tháng 10 2017
